model,phase,batch,peak_tmacs,bandwidth_gbs,sram,compute_ms,memory_ms,latency_ms
SmolLM2-135M,prefill,16,2.0,4,256 KB,627.9888,7848.6461,7848.6461
SmolLM2-135M,prefill,16,2.0,8,256 KB,627.9888,3924.3230,3924.3230
SmolLM2-135M,prefill,16,2.0,16,256 KB,627.9888,1962.1615,1962.1615
SmolLM2-135M,prefill,16,2.0,32,256 KB,627.9888,981.0808,1004.9517
SmolLM2-135M,prefill,16,2.0,64,256 KB,627.9888,490.5404,777.8906
SmolLM2-135M,prefill,16,2.0,128,256 KB,627.9888,245.2702,686.5316
SmolLM2-135M,prefill,16,2.0,256,256 KB,627.9888,122.6351,655.2025
SmolLM2-135M,prefill,16,2.0,512,256 KB,627.9888,61.3175,639.5379
SmolLM2-135M,prefill,16,4.0,4,256 KB,313.9944,7848.6461,7848.6461
SmolLM2-135M,prefill,16,4.0,8,256 KB,313.9944,3924.3230,3924.3230
SmolLM2-135M,prefill,16,4.0,16,256 KB,313.9944,1962.1615,1962.1615
SmolLM2-135M,prefill,16,4.0,32,256 KB,313.9944,981.0808,981.0808
SmolLM2-135M,prefill,16,4.0,64,256 KB,313.9944,490.5404,502.4759
SmolLM2-135M,prefill,16,4.0,128,256 KB,313.9944,245.2702,388.9453
SmolLM2-135M,prefill,16,4.0,256,256 KB,313.9944,122.6351,343.2658
SmolLM2-135M,prefill,16,4.0,512,256 KB,313.9944,61.3175,327.6012
SmolLM2-135M,prefill,16,8.0,4,256 KB,156.9972,7848.6461,7848.6461
SmolLM2-135M,prefill,16,8.0,8,256 KB,156.9972,3924.3230,3924.3230
SmolLM2-135M,prefill,16,8.0,16,256 KB,156.9972,1962.1615,1962.1615
SmolLM2-135M,prefill,16,8.0,32,256 KB,156.9972,981.0808,981.0808
SmolLM2-135M,prefill,16,8.0,64,256 KB,156.9972,490.5404,490.5404
SmolLM2-135M,prefill,16,8.0,128,256 KB,156.9972,245.2702,251.2379
SmolLM2-135M,prefill,16,8.0,256,256 KB,156.9972,122.6351,194.4727
SmolLM2-135M,prefill,16,8.0,512,256 KB,156.9972,61.3175,171.6329
SmolLM2-135M,prefill,16,16.0,4,256 KB,78.4986,7848.6461,7848.6461
SmolLM2-135M,prefill,16,16.0,8,256 KB,78.4986,3924.3230,3924.3230
SmolLM2-135M,prefill,16,16.0,16,256 KB,78.4986,1962.1615,1962.1615
SmolLM2-135M,prefill,16,16.0,32,256 KB,78.4986,981.0808,981.0808
SmolLM2-135M,prefill,16,16.0,64,256 KB,78.4986,490.5404,490.5404
SmolLM2-135M,prefill,16,16.0,128,256 KB,78.4986,245.2702,245.2702
SmolLM2-135M,prefill,16,16.0,256,256 KB,78.4986,122.6351,125.6190
SmolLM2-135M,prefill,16,16.0,512,256 KB,78.4986,61.3175,97.2363
SmolLM2-135M,prefill,16,32.0,4,256 KB,39.2493,7848.6461,7848.6461
SmolLM2-135M,prefill,16,32.0,8,256 KB,39.2493,3924.3230,3924.3230
SmolLM2-135M,prefill,16,32.0,16,256 KB,39.2493,1962.1615,1962.1615
SmolLM2-135M,prefill,16,32.0,32,256 KB,39.2493,981.0808,981.0808
SmolLM2-135M,prefill,16,32.0,64,256 KB,39.2493,490.5404,490.5404
SmolLM2-135M,prefill,16,32.0,128,256 KB,39.2493,245.2702,245.2702
SmolLM2-135M,prefill,16,32.0,256,256 KB,39.2493,122.6351,122.6351
SmolLM2-135M,prefill,16,32.0,512,256 KB,39.2493,61.3175,62.8095
SmolLM2-135M,prefill,16,64.0,4,256 KB,19.6246,7848.6461,7848.6461
SmolLM2-135M,prefill,16,64.0,8,256 KB,19.6246,3924.3230,3924.3230
SmolLM2-135M,prefill,16,64.0,16,256 KB,19.6246,1962.1615,1962.1615
SmolLM2-135M,prefill,16,64.0,32,256 KB,19.6246,981.0808,981.0808
SmolLM2-135M,prefill,16,64.0,64,256 KB,19.6246,490.5404,490.5404
SmolLM2-135M,prefill,16,64.0,128,256 KB,19.6246,245.2702,245.2702
SmolLM2-135M,prefill,16,64.0,256,256 KB,19.6246,122.6351,122.6351
SmolLM2-135M,prefill,16,64.0,512,256 KB,19.6246,61.3175,61.3175
SmolLM2-135M,prefill,16,0.5,4,1 MB,2511.9551,6122.8210,6122.8210
SmolLM2-135M,prefill,16,0.5,8,1 MB,2511.9551,3061.4105,3913.6386
SmolLM2-135M,prefill,16,0.5,16,1 MB,2511.9551,1530.7053,3058.4784
SmolLM2-135M,prefill,16,0.5,32,1 MB,2511.9551,765.3526,2746.1263
SmolLM2-135M,prefill,16,0.5,64,1 MB,2511.9551,382.6763,2620.8099
SmolLM2-135M,prefill,16,0.5,128,1 MB,2511.9551,191.3382,2558.1517
SmolLM2-135M,prefill,16,0.5,256,1 MB,2511.9551,95.6691,2526.8226
SmolLM2-135M,prefill,16,0.5,512,1 MB,2511.9551,47.8345,2513.6921
SmolLM2-135M,prefill,16,1.0,4,1 MB,1255.9775,6122.8210,6122.8210
SmolLM2-135M,prefill,16,1.0,8,1 MB,1255.9775,3061.4105,3061.4105
SmolLM2-135M,prefill,16,1.0,16,1 MB,1255.9775,1530.7053,1956.8193
SmolLM2-135M,prefill,16,1.0,32,1 MB,1255.9775,765.3526,1529.2392
SmolLM2-135M,prefill,16,1.0,64,1 MB,1255.9775,382.6763,1373.0632
SmolLM2-135M,prefill,16,1.0,128,1 MB,1255.9775,191.3382,1310.4049
SmolLM2-135M,prefill,16,1.0,256,1 MB,1255.9775,95.6691,1279.0758
SmolLM2-135M,prefill,16,1.0,512,1 MB,1255.9775,47.8345,1263.4113
SmolLM2-135M,prefill,16,2.0,4,1 MB,627.9888,6122.8210,6122.8210
SmolLM2-135M,prefill,16,2.0,8,1 MB,627.9888,3061.4105,3061.4105
SmolLM2-135M,prefill,16,2.0,16,1 MB,627.9888,1530.7053,1530.7053
SmolLM2-135M,prefill,16,2.0,32,1 MB,627.9888,765.3526,978.4096
SmolLM2-135M,prefill,16,2.0,64,1 MB,627.9888,382.6763,764.6196
SmolLM2-135M,prefill,16,2.0,128,1 MB,627.9888,191.3382,686.5316
SmolLM2-135M,prefill,16,2.0,256,1 MB,627.9888,95.6691,655.2025
SmolLM2-135M,prefill,16,2.0,512,1 MB,627.9888,47.8345,639.5379
SmolLM2-135M,prefill,16,4.0,4,1 MB,313.9944,6122.8210,6122.8210
SmolLM2-135M,prefill,16,4.0,8,1 MB,313.9944,3061.4105,3061.4105
SmolLM2-135M,prefill,16,4.0,16,1 MB,313.9944,1530.7053,1530.7053
SmolLM2-135M,prefill,16,4.0,32,1 MB,313.9944,765.3526,765.3526
SmolLM2-135M,prefill,16,4.0,64,1 MB,313.9944,382.6763,489.2048
SmolLM2-135M,prefill,16,4.0,128,1 MB,313.9944,191.3382,382.3098
SmolLM2-135M,prefill,16,4.0,256,1 MB,313.9944,95.6691,343.2658
SmolLM2-135M,prefill,16,4.0,512,1 MB,313.9944,47.8345,327.6012
SmolLM2-135M,prefill,16,8.0,4,1 MB,156.9972,6122.8210,6122.8210
SmolLM2-135M,prefill,16,8.0,8,1 MB,156.9972,3061.4105,3061.4105
SmolLM2-135M,prefill,16,8.0,16,1 MB,156.9972,1530.7053,1530.7053
SmolLM2-135M,prefill,16,8.0,32,1 MB,156.9972,765.3526,765.3526
SmolLM2-135M,prefill,16,8.0,64,1 MB,156.9972,382.6763,382.6763
SmolLM2-135M,prefill,16,8.0,128,1 MB,156.9972,191.3382,244.6024
SmolLM2-135M,prefill,16,8.0,256,1 MB,156.9972,95.6691,191.1549
SmolLM2-135M,prefill,16,8.0,512,1 MB,156.9972,47.8345,171.6329
SmolLM2-135M,prefill,16,16.0,4,1 MB,78.4986,6122.8210,6122.8210
SmolLM2-135M,prefill,16,16.0,8,1 MB,78.4986,3061.4105,3061.4105
SmolLM2-135M,prefill,16,16.0,16,1 MB,78.4986,1530.7053,1530.7053
SmolLM2-135M,prefill,16,16.0,32,1 MB,78.4986,765.3526,765.3526
SmolLM2-135M,prefill,16,16.0,64,1 MB,78.4986,382.6763,382.6763
SmolLM2-135M,prefill,16,16.0,128,1 MB,78.4986,191.3382,191.3382
SmolLM2-135M,prefill,16,16.0,256,1 MB,78.4986,95.6691,122.3012
SmolLM2-135M,prefill,16,16.0,512,1 MB,78.4986,47.8345,95.5774
SmolLM2-135M,prefill,16,32.0,4,1 MB,39.2493,6122.8210,6122.8210
SmolLM2-135M,prefill,16,32.0,8,1 MB,39.2493,3061.4105,3061.4105
SmolLM2-135M,prefill,16,32.0,16,1 MB,39.2493,1530.7053,1530.7053
SmolLM2-135M,prefill,16,32.0,32,1 MB,39.2493,765.3526,765.3526
SmolLM2-135M,prefill,16,32.0,64,1 MB,39.2493,382.6763,382.6763
SmolLM2-135M,prefill,16,32.0,128,1 MB,39.2493,191.3382,191.3382
SmolLM2-135M,prefill,16,32.0,256,1 MB,39.2493,95.6691,95.6691
SmolLM2-135M,prefill,16,32.0,512,1 MB,39.2493,47.8345,61.1506
SmolLM2-135M,prefill,16,64.0,4,1 MB,19.6246,6122.8210,6122.8210
SmolLM2-135M,prefill,16,64.0,8,1 MB,19.6246,3061.4105,3061.4105
SmolLM2-135M,prefill,16,64.0,16,1 MB,19.6246,1530.7053,1530.7053
SmolLM2-135M,prefill,16,64.0,32,1 MB,19.6246,765.3526,765.3526
SmolLM2-135M,prefill,16,64.0,64,1 MB,19.6246,382.6763,382.6763
SmolLM2-135M,prefill,16,64.0,128,1 MB,19.6246,191.3382,191.3382
SmolLM2-135M,prefill,16,64.0,256,1 MB,19.6246,95.6691,95.6691
SmolLM2-135M,prefill,16,64.0,512,1 MB,19.6246,47.8345,47.8345
SmolLM2-135M,prefill,16,0.5,4,4 MB,2511.9551,5497.6076,5623.9589
SmolLM2-135M,prefill,16,0.5,8,4 MB,2511.9551,2748.8038,3913.6386
SmolLM2-135M,prefill,16,0.5,16,4 MB,2511.9551,1374.4019,3058.4784
SmolLM2-135M,prefill,16,0.5,32,4 MB,2511.9551,687.2010,2746.1263
SmolLM2-135M,prefill,16,0.5,64,4 MB,2511.9551,343.6005,2620.8099
SmolLM2-135M,prefill,16,0.5,128,4 MB,2511.9551,171.8002,2558.1517
SmolLM2-135M,prefill,16,0.5,256,4 MB,2511.9551,85.9001,2526.8226
SmolLM2-135M,prefill,16,0.5,512,4 MB,2511.9551,42.9501,2513.6921
SmolLM2-135M,prefill,16,1.0,4,4 MB,1255.9775,5497.6076,5497.6076
SmolLM2-135M,prefill,16,1.0,8,4 MB,1255.9775,2748.8038,2811.9795
SmolLM2-135M,prefill,16,1.0,16,4 MB,1255.9775,1374.4019,1956.8193
SmolLM2-135M,prefill,16,1.0,32,4 MB,1255.9775,687.2010,1529.2392
SmolLM2-135M,prefill,16,1.0,64,4 MB,1255.9775,343.6005,1373.0632
SmolLM2-135M,prefill,16,1.0,128,4 MB,1255.9775,171.8002,1310.4049
SmolLM2-135M,prefill,16,1.0,256,4 MB,1255.9775,85.9001,1279.0758
SmolLM2-135M,prefill,16,1.0,512,4 MB,1255.9775,42.9501,1263.4113
SmolLM2-135M,prefill,16,2.0,4,4 MB,627.9888,5497.6076,5497.6076
SmolLM2-135M,prefill,16,2.0,8,4 MB,627.9888,2748.8038,2748.8038
SmolLM2-135M,prefill,16,2.0,16,4 MB,627.9888,1374.4019,1405.9897
SmolLM2-135M,prefill,16,2.0,32,4 MB,627.9888,687.2010,978.4096
SmolLM2-135M,prefill,16,2.0,64,4 MB,627.9888,343.6005,764.6196
SmolLM2-135M,prefill,16,2.0,128,4 MB,627.9888,171.8002,686.5316
SmolLM2-135M,prefill,16,2.0,256,4 MB,627.9888,85.9001,655.2025
SmolLM2-135M,prefill,16,2.0,512,4 MB,627.9888,42.9501,639.5379
SmolLM2-135M,prefill,16,4.0,4,4 MB,313.9944,5497.6076,5497.6076
SmolLM2-135M,prefill,16,4.0,8,4 MB,313.9944,2748.8038,2748.8038
SmolLM2-135M,prefill,16,4.0,16,4 MB,313.9944,1374.4019,1374.4019
SmolLM2-135M,prefill,16,4.0,32,4 MB,313.9944,687.2010,702.9949
SmolLM2-135M,prefill,16,4.0,64,4 MB,313.9944,343.6005,489.2048
SmolLM2-135M,prefill,16,4.0,128,4 MB,313.9944,171.8002,382.3098
SmolLM2-135M,prefill,16,4.0,256,4 MB,313.9944,85.9001,343.2658
SmolLM2-135M,prefill,16,4.0,512,4 MB,313.9944,42.9501,327.6012
SmolLM2-135M,prefill,16,8.0,4,4 MB,156.9972,5497.6076,5497.6076
SmolLM2-135M,prefill,16,8.0,8,4 MB,156.9972,2748.8038,2748.8038
SmolLM2-135M,prefill,16,8.0,16,4 MB,156.9972,1374.4019,1374.4019
SmolLM2-135M,prefill,16,8.0,32,4 MB,156.9972,687.2010,687.2010
SmolLM2-135M,prefill,16,8.0,64,4 MB,156.9972,343.6005,351.4974
SmolLM2-135M,prefill,16,8.0,128,4 MB,156.9972,171.8002,244.6024
SmolLM2-135M,prefill,16,8.0,256,4 MB,156.9972,85.9001,191.1549
SmolLM2-135M,prefill,16,8.0,512,4 MB,156.9972,42.9501,171.6329
SmolLM2-135M,prefill,16,16.0,4,4 MB,78.4986,5497.6076,5497.6076
SmolLM2-135M,prefill,16,16.0,8,4 MB,78.4986,2748.8038,2748.8038
SmolLM2-135M,prefill,16,16.0,16,4 MB,78.4986,1374.4019,1374.4019
SmolLM2-135M,prefill,16,16.0,32,4 MB,78.4986,687.2010,687.2010
SmolLM2-135M,prefill,16,16.0,64,4 MB,78.4986,343.6005,343.6005
SmolLM2-135M,prefill,16,16.0,128,4 MB,78.4986,171.8002,175.7487
SmolLM2-135M,prefill,16,16.0,256,4 MB,78.4986,85.9001,122.3012
SmolLM2-135M,prefill,16,16.0,512,4 MB,78.4986,42.9501,95.5774
SmolLM2-135M,prefill,16,32.0,4,4 MB,39.2493,5497.6076,5497.6076
SmolLM2-135M,prefill,16,32.0,8,4 MB,39.2493,2748.8038,2748.8038
SmolLM2-135M,prefill,16,32.0,16,4 MB,39.2493,1374.4019,1374.4019
SmolLM2-135M,prefill,16,32.0,32,4 MB,39.2493,687.2010,687.2010
SmolLM2-135M,prefill,16,32.0,64,4 MB,39.2493,343.6005,343.6005
SmolLM2-135M,prefill,16,32.0,128,4 MB,39.2493,171.8002,171.8002
SmolLM2-135M,prefill,16,32.0,256,4 MB,39.2493,85.9001,87.8744
SmolLM2-135M,prefill,16,32.0,512,4 MB,39.2493,42.9501,61.1506
SmolLM2-135M,prefill,16,64.0,4,4 MB,19.6246,5497.6076,5497.6076
SmolLM2-135M,prefill,16,64.0,8,4 MB,19.6246,2748.8038,2748.8038
SmolLM2-135M,prefill,16,64.0,16,4 MB,19.6246,1374.4019,1374.4019
SmolLM2-135M,prefill,16,64.0,32,4 MB,19.6246,687.2010,687.2010
SmolLM2-135M,prefill,16,64.0,64,4 MB,19.6246,343.6005,343.6005
SmolLM2-135M,prefill,16,64.0,128,4 MB,19.6246,171.8002,171.8002
SmolLM2-135M,prefill,16,64.0,256,4 MB,19.6246,85.9001,85.9001
SmolLM2-135M,prefill,16,64.0,512,4 MB,19.6246,42.9501,43.9372
SmolLM2-135M,decode,16,0.5,4,256 KB,4.9062,234.6993,234.6993
SmolLM2-135M,decode,16,0.5,8,256 KB,4.9062,117.3496,117.3496
SmolLM2-135M,decode,16,0.5,16,256 KB,4.9062,58.6748,58.6748
SmolLM2-135M,decode,16,0.5,32,256 KB,4.9062,29.3374,29.3374
SmolLM2-135M,decode,16,0.5,64,256 KB,4.9062,14.6687,14.6687
SmolLM2-135M,decode,16,0.5,128,256 KB,4.9062,7.3344,9.3735
SmolLM2-135M,decode,16,0.5,256,256 KB,4.9062,3.6672,6.8385
SmolLM2-135M,decode,16,0.5,512,256 KB,4.9062,1.8336,5.5757
SmolLM2-135M,decode,16,1.0,4,256 KB,2.4531,234.6993,234.6993
SmolLM2-135M,decode,16,1.0,8,256 KB,2.4531,117.3496,117.3496
SmolLM2-135M,decode,16,1.0,16,256 KB,2.4531,58.6748,58.6748
SmolLM2-135M,decode,16,1.0,32,256 KB,2.4531,29.3374,29.3374
SmolLM2-135M,decode,16,1.0,64,256 KB,2.4531,14.6687,14.6687
SmolLM2-135M,decode,16,1.0,128,256 KB,2.4531,7.3344,7.3344
SmolLM2-135M,decode,16,1.0,256,256 KB,2.4531,3.6672,4.6868
SmolLM2-135M,decode,16,1.0,512,256 KB,2.4531,1.8336,3.4192
SmolLM2-135M,decode,16,2.0,4,256 KB,1.2265,234.6993,234.6993
SmolLM2-135M,decode,16,2.0,8,256 KB,1.2265,117.3496,117.3496
SmolLM2-135M,decode,16,2.0,16,256 KB,1.2265,58.6748,58.6748
SmolLM2-135M,decode,16,2.0,32,256 KB,1.2265,29.3374,29.3374
SmolLM2-135M,decode,16,2.0,64,256 KB,1.2265,14.6687,14.6687
SmolLM2-135M,decode,16,2.0,128,256 KB,1.2265,7.3344,7.3344
SmolLM2-135M,decode,16,2.0,256,256 KB,1.2265,3.6672,3.6672
SmolLM2-135M,decode,16,2.0,512,256 KB,1.2265,1.8336,2.3434
SmolLM2-135M,decode,16,4.0,4,256 KB,0.6133,234.6993,234.6993
SmolLM2-135M,decode,16,4.0,8,256 KB,0.6133,117.3496,117.3496
SmolLM2-135M,decode,16,4.0,16,256 KB,0.6133,58.6748,58.6748
SmolLM2-135M,decode,16,4.0,32,256 KB,0.6133,29.3374,29.3374
SmolLM2-135M,decode,16,4.0,64,256 KB,0.6133,14.6687,14.6687
SmolLM2-135M,decode,16,4.0,128,256 KB,0.6133,7.3344,7.3344
SmolLM2-135M,decode,16,4.0,256,256 KB,0.6133,3.6672,3.6672
SmolLM2-135M,decode,16,4.0,512,256 KB,0.6133,1.8336,1.8336
SmolLM2-135M,decode,16,8.0,4,256 KB,0.3066,234.6993,234.6993
SmolLM2-135M,decode,16,8.0,8,256 KB,0.3066,117.3496,117.3496
SmolLM2-135M,decode,16,8.0,16,256 KB,0.3066,58.6748,58.6748
SmolLM2-135M,decode,16,8.0,32,256 KB,0.3066,29.3374,29.3374
SmolLM2-135M,decode,16,8.0,64,256 KB,0.3066,14.6687,14.6687
SmolLM2-135M,decode,16,8.0,128,256 KB,0.3066,7.3344,7.3344
SmolLM2-135M,decode,16,8.0,256,256 KB,0.3066,3.6672,3.6672
SmolLM2-135M,decode,16,8.0,512,256 KB,0.3066,1.8336,1.8336
SmolLM2-135M,decode,16,16.0,4,256 KB,0.1533,234.6993,234.6993
SmolLM2-135M,decode,16,16.0,8,256 KB,0.1533,117.3496,117.3496
SmolLM2-135M,decode,16,16.0,16,256 KB,0.1533,58.6748,58.6748
SmolLM2-135M,decode,16,16.0,32,256 KB,0.1533,29.3374,29.3374
SmolLM2-135M,decode,16,16.0,64,256 KB,0.1533,14.6687,14.6687
SmolLM2-135M,decode,16,16.0,128,256 KB,0.1533,7.3344,7.3344
SmolLM2-135M,decode,16,16.0,256,256 KB,0.1533,3.6672,3.6672
SmolLM2-135M,decode,16,16.0,512,256 KB,0.1533,1.8336,1.8336
SmolLM2-135M,decode,16,32.0,4,256 KB,0.0767,234.6993,234.6993
SmolLM2-135M,decode,16,32.0,8,256 KB,0.0767,117.3496,117.3496
SmolLM2-135M,decode,16,32.0,16,256 KB,0.0767,58.6748,58.6748
SmolLM2-135M,decode,16,32.0,32,256 KB,0.0767,29.3374,29.3374
SmolLM2-135M,decode,16,32.0,64,256 KB,0.0767,14.6687,14.6687
SmolLM2-135M,decode,16,32.0,128,256 KB,0.0767,7.3344,7.3344
SmolLM2-135M,decode,16,32.0,256,256 KB,0.0767,3.6672,3.6672
SmolLM2-135M,decode,16,32.0,512,256 KB,0.0767,1.8336,1.8336
SmolLM2-135M,decode,16,64.0,4,256 KB,0.0383,234.6993,234.6993
SmolLM2-135M,decode,16,64.0,8,256 KB,0.0383,117.3496,117.3496
SmolLM2-135M,decode,16,64.0,16,256 KB,0.0383,58.6748,58.6748
SmolLM2-135M,decode,16,64.0,32,256 KB,0.0383,29.3374,29.3374
SmolLM2-135M,decode,16,64.0,64,256 KB,0.0383,14.6687,14.6687
SmolLM2-135M,decode,16,64.0,128,256 KB,0.0383,7.3344,7.3344
SmolLM2-135M,decode,16,64.0,256,256 KB,0.0383,3.6672,3.6672
SmolLM2-135M,decode,16,64.0,512,256 KB,0.0383,1.8336,1.8336
SmolLM2-135M,decode,16,0.5,4,1 MB,4.9062,233.0496,233.0496
SmolLM2-135M,decode,16,0.5,8,1 MB,4.9062,116.5248,116.5248
SmolLM2-135M,decode,16,0.5,16,1 MB,4.9062,58.2624,58.2624
SmolLM2-135M,decode,16,0.5,32,1 MB,4.9062,29.1312,29.1312
SmolLM2-135M,decode,16,0.5,64,1 MB,4.9062,14.5656,14.5656
SmolLM2-135M,decode,16,0.5,128,1 MB,4.9062,7.2828,9.3692
SmolLM2-135M,decode,16,0.5,256,1 MB,4.9062,3.6414,6.8363
SmolLM2-135M,decode,16,0.5,512,1 MB,4.9062,1.8207,5.5747
SmolLM2-135M,decode,16,1.0,4,1 MB,2.4531,233.0496,233.0496
SmolLM2-135M,decode,16,1.0,8,1 MB,2.4531,116.5248,116.5248
SmolLM2-135M,decode,16,1.0,16,1 MB,2.4531,58.2624,58.2624
SmolLM2-135M,decode,16,1.0,32,1 MB,2.4531,29.1312,29.1312
SmolLM2-135M,decode,16,1.0,64,1 MB,2.4531,14.5656,14.5656
SmolLM2-135M,decode,16,1.0,128,1 MB,2.4531,7.2828,7.2828
SmolLM2-135M,decode,16,1.0,256,1 MB,2.4531,3.6414,4.6846
SmolLM2-135M,decode,16,1.0,512,1 MB,2.4531,1.8207,3.4181
SmolLM2-135M,decode,16,2.0,4,1 MB,1.2265,233.0496,233.0496
SmolLM2-135M,decode,16,2.0,8,1 MB,1.2265,116.5248,116.5248
SmolLM2-135M,decode,16,2.0,16,1 MB,1.2265,58.2624,58.2624
SmolLM2-135M,decode,16,2.0,32,1 MB,1.2265,29.1312,29.1312
SmolLM2-135M,decode,16,2.0,64,1 MB,1.2265,14.5656,14.5656
SmolLM2-135M,decode,16,2.0,128,1 MB,1.2265,7.2828,7.2828
SmolLM2-135M,decode,16,2.0,256,1 MB,1.2265,3.6414,3.6414
SmolLM2-135M,decode,16,2.0,512,1 MB,1.2265,1.8207,2.3423
SmolLM2-135M,decode,16,4.0,4,1 MB,0.6133,233.0496,233.0496
SmolLM2-135M,decode,16,4.0,8,1 MB,0.6133,116.5248,116.5248
SmolLM2-135M,decode,16,4.0,16,1 MB,0.6133,58.2624,58.2624
SmolLM2-135M,decode,16,4.0,32,1 MB,0.6133,29.1312,29.1312
SmolLM2-135M,decode,16,4.0,64,1 MB,0.6133,14.5656,14.5656
SmolLM2-135M,decode,16,4.0,128,1 MB,0.6133,7.2828,7.2828
SmolLM2-135M,decode,16,4.0,256,1 MB,0.6133,3.6414,3.6414
SmolLM2-135M,decode,16,4.0,512,1 MB,0.6133,1.8207,1.8207
SmolLM2-135M,decode,16,8.0,4,1 MB,0.3066,233.0496,233.0496
SmolLM2-135M,decode,16,8.0,8,1 MB,0.3066,116.5248,116.5248
SmolLM2-135M,decode,16,8.0,16,1 MB,0.3066,58.2624,58.2624
SmolLM2-135M,decode,16,8.0,32,1 MB,0.3066,29.1312,29.1312
SmolLM2-135M,decode,16,8.0,64,1 MB,0.3066,14.5656,14.5656
SmolLM2-135M,decode,16,8.0,128,1 MB,0.3066,7.2828,7.2828
SmolLM2-135M,decode,16,8.0,256,1 MB,0.3066,3.6414,3.6414
SmolLM2-135M,decode,16,8.0,512,1 MB,0.3066,1.8207,1.8207
SmolLM2-135M,decode,16,16.0,4,1 MB,0.1533,233.0496,233.0496
SmolLM2-135M,decode,16,16.0,8,1 MB,0.1533,116.5248,116.5248
SmolLM2-135M,decode,16,16.0,16,1 MB,0.1533,58.2624,58.2624
SmolLM2-135M,decode,16,16.0,32,1 MB,0.1533,29.1312,29.1312
SmolLM2-135M,decode,16,16.0,64,1 MB,0.1533,14.5656,14.5656
SmolLM2-135M,decode,16,16.0,128,1 MB,0.1533,7.2828,7.2828
SmolLM2-135M,decode,16,16.0,256,1 MB,0.1533,3.6414,3.6414
SmolLM2-135M,decode,16,16.0,512,1 MB,0.1533,1.8207,1.8207
SmolLM2-135M,decode,16,32.0,4,1 MB,0.0767,233.0496,233.0496
SmolLM2-135M,decode,16,32.0,8,1 MB,0.0767,116.5248,116.5248
SmolLM2-135M,decode,16,32.0,16,1 MB,0.0767,58.2624,58.2624
SmolLM2-135M,decode,16,32.0,32,1 MB,0.0767,29.1312,29.1312
SmolLM2-135M,decode,16,32.0,64,1 MB,0.0767,14.5656,14.5656
SmolLM2-135M,decode,16,32.0,128,1 MB,0.0767,7.2828,7.2828
SmolLM2-135M,decode,16,32.0,256,1 MB,0.0767,3.6414,3.6414
SmolLM2-135M,decode,16,32.0,512,1 MB,0.0767,1.8207,1.8207
SmolLM2-135M,decode,16,64.0,4,1 MB,0.0383,233.0496,233.0496
SmolLM2-135M,decode,16,64.0,8,1 MB,0.0383,116.5248,116.5248
SmolLM2-135M,decode,16,64.0,16,1 MB,0.0383,58.2624,58.2624
SmolLM2-135M,decode,16,64.0,32,1 MB,0.0383,29.1312,29.1312
SmolLM2-135M,decode,16,64.0,64,1 MB,0.0383,14.5656,14.5656
SmolLM2-135M,decode,16,64.0,128,1 MB,0.0383,7.2828,7.2828
SmolLM2-135M,decode,16,64.0,256,1 MB,0.0383,3.6414,3.6414
SmolLM2-135M,decode,16,64.0,512,1 MB,0.0383,1.8207,1.8207
SmolLM2-135M,decode,16,0.5,4,4 MB,4.9062,232.6164,232.6164
SmolLM2-135M,decode,16,0.5,8,4 MB,4.9062,116.3082,116.3082
SmolLM2-135M,decode,16,0.5,16,4 MB,4.9062,58.1541,58.1541
SmolLM2-135M,decode,16,0.5,32,4 MB,4.9062,29.0771,29.0771
SmolLM2-135M,decode,16,0.5,64,4 MB,4.9062,14.5385,14.5385
SmolLM2-135M,decode,16,0.5,128,4 MB,4.9062,7.2693,9.3692
SmolLM2-135M,decode,16,0.5,256,4 MB,4.9062,3.6346,6.8363
SmolLM2-135M,decode,16,0.5,512,4 MB,4.9062,1.8173,5.5747
SmolLM2-135M,decode,16,1.0,4,4 MB,2.4531,232.6164,232.6164
SmolLM2-135M,decode,16,1.0,8,4 MB,2.4531,116.3082,116.3082
SmolLM2-135M,decode,16,1.0,16,4 MB,2.4531,58.1541,58.1541
SmolLM2-135M,decode,16,1.0,32,4 MB,2.4531,29.0771,29.0771
SmolLM2-135M,decode,16,1.0,64,4 MB,2.4531,14.5385,14.5385
SmolLM2-135M,decode,16,1.0,128,4 MB,2.4531,7.2693,7.2693
SmolLM2-135M,decode,16,1.0,256,4 MB,2.4531,3.6346,4.6846
SmolLM2-135M,decode,16,1.0,512,4 MB,2.4531,1.8173,3.4181
SmolLM2-135M,decode,16,2.0,4,4 MB,1.2265,232.6164,232.6164
SmolLM2-135M,decode,16,2.0,8,4 MB,1.2265,116.3082,116.3082
SmolLM2-135M,decode,16,2.0,16,4 MB,1.2265,58.1541,58.1541
SmolLM2-135M,decode,16,2.0,32,4 MB,1.2265,29.0771,29.0771
SmolLM2-135M,decode,16,2.0,64,4 MB,1.2265,14.5385,14.5385
SmolLM2-135M,decode,16,2.0,128,4 MB,1.2265,7.2693,7.2693
SmolLM2-135M,decode,16,2.0,256,4 MB,1.2265,3.6346,3.6346
SmolLM2-135M,decode,16,2.0,512,4 MB,1.2265,1.8173,2.3423
SmolLM2-135M,decode,16,4.0,4,4 MB,0.6133,232.6164,232.6164
SmolLM2-135M,decode,16,4.0,8,4 MB,0.6133,116.3082,116.3082
SmolLM2-135M,decode,16,4.0,16,4 MB,0.6133,58.1541,58.1541
